0.00425231   -0.381784   -0.509045   -0.252144
0.00850462   -0.431805   -0.57574   -0.287727
0.0127569   -0.468753   -0.625004   -0.314451
0.0170092   -0.499417   -0.66589   -0.336893
0.0212616   -0.526264   -0.701685   -0.356661
0.0255139   -0.5505   -0.734   -0.374648
0.0297662   -0.572817   -0.763757   -0.391326
0.0340185   -0.593653   -0.791537   -0.407013
0.0382708   -0.613179   -0.817572   -0.421817
0.0425231   -0.631851   -0.842468   -0.436038
0.0467754   -0.649705   -0.866273   -0.449636
0.0510277   -0.666858   -0.889145   -0.462811
0.05528   -0.683406   -0.911208   -0.475572
0.0595323   -0.699421   -0.932562   -0.487902
0.0637847   -0.714965   -0.953287   -0.499952
0.068037   -0.730088   -0.97345   -0.511664
0.0722893   -0.74483   -0.993107   -0.523152
0.0765416   -0.759229   -1.0123   -0.534361
0.0807939   -0.773313   -1.03108   -0.545385
0.0850462   -0.787108   -1.04948   -0.556174
0.0892985   -0.800639   -1.06752   -0.566776
0.0935508   -0.813923   -1.08523   -0.577236
0.0978031   -0.826978   -1.10264   -0.587505
0.102055   -0.839821   -1.11976   -0.597649
0.106308   -0.852464   -1.13662   -0.607627
0.11056   -0.86492   -1.15323   -0.617494
0.114812   -0.877199   -1.1696   -0.627215
0.119065   -0.889313   -1.18575   -0.636835
0.123317   -0.901269   -1.20169   -0.646326
0.127569   -0.913076   -1.21743   -0.655725
0.131822   -0.924741   -1.23299   -0.665009
0.136074   -0.936271   -1.24836   -0.674208
0.140326   -0.947673   -1.26356   -0.683304
0.144579   -0.958953   -1.2786   -0.692311
0.148831   -0.970114   -1.29349   -0.701243
0.153083   -0.981164   -1.30822   -0.710085
0.157335   -0.992105   -1.32281   -0.718856
0.161588   -1.00294   -1.33726   -0.727545
0.16584   -1.01368   -1.35157   -0.736168
0.170092   -1.02432   -1.36576   -0.744714
0.174345   -1.03487   -1.37983   -0.753199
0.178597   -1.04533   -1.39377   -0.761613
0.182849   -1.0557   -1.40761   -0.769969
0.187102   -1.06599   -1.42132   -0.778259
0.191354   -1.0762   -1.43494   -0.78649
0.195606   -1.08633   -1.44844   -0.794668
0.199859   -1.09639   -1.46185   -0.802786
0.204111   -1.10637   -1.47516   -0.810852
0.208363   -1.11628   -1.48837   -0.818863
0.212616   -1.12612   -1.50149   -0.826825
0.216868   -1.13589   -1.51452   -0.834735
0.22112   -1.14559   -1.52746   -0.842598
0.225372   -1.15523   -1.54031   -0.850412
0.229625   -1.16481   -1.55308   -0.85818
0.233877   -1.17433   -1.56577   -0.865902
0.238129   -1.18379   -1.57838   -0.873581
0.242382   -1.19319   -1.59092   -0.881215
0.246634   -1.20253   -1.60337   -0.888809
0.250886   -1.21182   -1.61576   -0.896359
0.255139   -1.22105   -1.62807   -0.90387
0.259391   -1.23023   -1.64031   -0.911341
0.263643   -1.23936   -1.65248   -0.918773
0.267896   -1.24844   -1.66458   -0.926166
0.272148   -1.25746   -1.67662   -0.933523
0.2764   -1.26644   -1.68859   -0.940843
0.280652   -1.27537   -1.7005   -0.948126
0.284905   -1.28426   -1.71234   -0.955374
0.289157   -1.2931   -1.72413   -0.962588
0.293409   -1.30189   -1.73585   -0.969767
0.297662   -1.31064   -1.74752   -0.976913
0.301914   -1.31934   -1.75912   -0.984026
0.306166   -1.328   -1.77067   -0.991106
0.310419   -1.33662   -1.78216   -0.998154
0.314671   -1.3452   -1.7936   -1.00517
0.318923   -1.35374   -1.80499   -1.01216
0.323176   -1.36224   -1.81632   -1.01911
0.327428   -1.3707   -1.82759   -1.02604
0.33168   -1.37912   -1.83882   -1.03294
0.335932   -1.3875   -1.85   -1.0398
0.340185   -1.39584   -1.86112   -1.04664
0.344437   -1.40415   -1.8722   -1.05345
0.348689   -1.41242   -1.88322   -1.06023
0.352942   -1.42065   -1.8942   -1.06699
0.357194   -1.42885   -1.90514   -1.07372
0.361446   -1.43702   -1.91602   -1.08042
0.365699   -1.44515   -1.92686   -1.08709
0.369951   -1.45324   -1.93766   -1.09374
0.374203   -1.46131   -1.94841   -1.10037
0.378456   -1.46934   -1.95912   -1.10696
0.382708   -1.47733   -1.96978   -1.11354
0.38696   -1.4853   -1.9804   -1.12009
0.391213   -1.49323   -1.99098   -1.12661
0.395465   -1.50114   -2.00151   -1.13311
0.399717   -1.50901   -2.01201   -1.13958
0.403969   -1.51685   -2.02246   -1.14604
0.408222   -1.52466   -2.03288   -1.15246
0.412474   -1.53244   -2.04325   -1.15887
0.416726   -1.54019   -2.05359   -1.16525
0.420979   -1.54791   -2.06389   -1.17161
0.425231   -1.55561   -2.07414   -1.17795
0.429483   -1.56327   -2.08436   -1.18427
0.433736   -1.57091   -2.09455   -1.19056
0.437988   -1.57852   -2.10469   -1.19684
0.44224   -1.5861   -2.1148   -1.20309
0.446493   -1.59366   -2.12488   -1.20932
0.450745   -1.60119   -2.13491   -1.21553
0.454997   -1.60869   -2.14492   -1.22171
0.459249   -1.61616   -2.15488   -1.22788
0.463502   -1.62361   -2.16481   -1.23403
0.467754   -1.63103   -2.17471   -1.24016
0.472006   -1.63843   -2.18458   -1.24627
0.476259   -1.64581   -2.19441   -1.25235
0.480511   -1.65315   -2.2042   -1.25842
0.484763   -1.66048   -2.21397   -1.26447
0.489016   -1.66777   -2.2237   -1.2705
0.493268   -1.67505   -2.2334   -1.27651
0.49752   -1.6823   -2.24307   -1.28251
0.501773   -1.68953   -2.2527   -1.28848
0.506025   -1.69673   -2.26231   -1.29444
0.510277   -1.70391   -2.27188   -1.30037
