x_perp,Delta
0.00425231   -0.316577
0.00850462   -0.590302
0.0127569   -0.863185
0.0170092   -1.13437
0.0212616   -1.40372
0.0255139   -1.67123
0.0297662   -1.93695
0.0340185   -2.2009
0.0382708   -2.46314
0.0425231   -2.7237
0.0467754   -2.98265
0.0510277   -3.24001
0.05528   -3.49582
0.0595323   -3.75012
0.0637847   -4.00296
0.068037   -4.25435
0.0722893   -4.50434
0.0765416   -4.75296
0.0807939   -5.00022
0.0850462   -5.24617
0.0892985   -5.49082
0.0935508   -5.73421
0.0978031   -5.97635
0.102055   -6.21727
0.106308   -6.45699
0.11056   -6.69553
0.114812   -6.93291
0.119065   -7.16915
0.123317   -7.40427
0.127569   -7.63829
0.131822   -7.87122
0.136074   -8.10309
0.140326   -8.33389
0.144579   -8.56366
0.148831   -8.79241
0.153083   -9.02014
0.157335   -9.24688
0.161588   -9.47263
0.16584   -9.69741
0.170092   -9.92123
0.174345   -10.1441
0.178597   -10.366
0.182849   -10.5871
0.187102   -10.8072
0.191354   -11.0264
0.195606   -11.2447
0.199859   -11.4621
0.204111   -11.6786
0.208363   -11.8943
0.212616   -12.1091
0.216868   -12.3231
0.22112   -12.5362
0.225372   -12.7485
0.229625   -12.96
0.233877   -13.1707
0.238129   -13.3805
0.242382   -13.5896
0.246634   -13.7978
0.250886   -14.0053
0.255139   -14.212
0.259391   -14.4179
0.263643   -14.623
0.267896   -14.8274
0.272148   -15.031
0.2764   -15.2339
0.280652   -15.436
0.284905   -15.6374
0.289157   -15.8381
0.293409   -16.038
0.297662   -16.2372
0.301914   -16.4357
0.306166   -16.6335
0.310419   -16.8306
0.314671   -17.0269
0.318923   -17.2226
0.323176   -17.4176
0.327428   -17.6119
0.33168   -17.8055
0.335932   -17.9984
0.340185   -18.1906
0.344437   -18.3822
0.348689   -18.5731
0.352942   -18.7633
0.357194   -18.9529
0.361446   -19.1418
0.365699   -19.3301
0.369951   -19.5177
0.374203   -19.7047
0.378456   -19.891
0.382708   -20.0767
0.38696   -20.2618
0.391213   -20.4462
0.395465   -20.63
0.399717   -20.8132
0.403969   -20.9958
0.408222   -21.1777
0.412474   -21.359
0.416726   -21.5397
0.420979   -21.7198
0.425231   -21.8993
0.429483   -22.0782
0.433736   -22.2565
0.437988   -22.4342
0.44224   -22.6113
0.446493   -22.7878
0.450745   -22.9637
0.454997   -23.1391
0.459249   -23.3138
0.463502   -23.488
0.467754   -23.6615
0.472006   -23.8346
0.476259   -24.007
0.480511   -24.1789
0.484763   -24.3502
0.489016   -24.5209
0.493268   -24.6911
0.49752   -24.8607
0.501773   -25.0297
0.506025   -25.1982
0.510277   -25.3661
0.51453   -25.5335
0.518782   -25.7003
0.523034   -25.8666
0.527286   -26.0324
0.531539   -26.1976
0.535791   -26.3622
0.540043   -26.5263
0.544296   -26.6899
0.548548   -26.853
0.5528   -27.0155
0.557053   -27.1775
0.561305   -27.3389
0.565557   -27.4998
0.56981   -27.6602
0.574062   -27.8201
0.578314   -27.9795
0.582566   -28.1383
0.586819   -28.2966
0.591071   -28.4544
0.595323   -28.6117
0.599576   -28.7685
0.603828   -28.9248
0.60808   -29.0805
0.612333   -29.2358
0.616585   -29.3906
0.620837   -29.5448
0.62509   -29.6986
0.629342   -29.8518
0.633594   -30.0046
0.637847   -30.1568
0.642099   -30.3086
0.646351   -30.4599
0.650603   -30.6107
0.654856   -30.761
0.659108   -30.9108
0.66336   -31.0601
0.667613   -31.209
0.671865   -31.3574
0.676117   -31.5052
0.68037   -31.6526
0.684622   -31.7996
0.688874   -31.946
0.693127   -32.092
0.697379   -32.2375
0.701631   -32.3826
0.705883   -32.5272
0.710136   -32.6713
0.714388   -32.8149
0.71864   -32.9581
0.722893   -33.1008
0.727145   -33.2431
0.731397   -33.3849
0.73565   -33.5262
0.739902   -33.6671
0.744154   -33.8075
0.748407   -33.9475
0.752659   -34.087
0.756911   -34.2261
0.761164   -34.3647
0.765416   -34.5029
0.769668   -34.6406
0.77392   -34.7779
0.778173   -34.9148
0.782425   -35.0512
0.786677   -35.1871
0.79093   -35.3226
0.795182   -35.4577
