x_perp,Sigma_kgm2
0   0
0.00425231   0.0690987
0.00850462   0.0737961
0.0127569   0.075375
0.0170092   0.0761467
0.0212616   0.0765901
0.0255139   0.0768666
0.0297662   0.0770456
0.0340185   0.077162
0.0382708   0.0772355
0.0425231   0.0772778
0.0467754   0.0772966
0.0510277   0.077297
0.05528   0.0772827
0.0595323   0.0772562
0.0637847   0.0772196
0.068037   0.0771743
0.0722893   0.0771215
0.0765416   0.0770621
0.0807939   0.076997
0.0850462   0.0769267
0.0892985   0.0768517
0.0935508   0.0767726
0.0978031   0.0766897
0.102055   0.0766033
0.106308   0.0765138
0.11056   0.0764212
0.114812   0.076326
0.119065   0.0762283
0.123317   0.0761282
0.127569   0.076026
0.131822   0.0759217
0.136074   0.0758155
0.140326   0.0757076
0.144579   0.075598
0.148831   0.0754868
0.153083   0.0753742
0.157335   0.0752602
0.161588   0.0751449
0.16584   0.0750284
0.170092   0.0749108
0.174345   0.0747921
0.178597   0.0746724
0.182849   0.0745517
0.187102   0.0744301
0.191354   0.0743077
0.195606   0.0741845
0.199859   0.0740606
0.204111   0.073936
0.208363   0.0738107
0.212616   0.0736848
0.216868   0.0735584
0.22112   0.0734313
0.225372   0.0733038
0.229625   0.0731759
0.233877   0.0730475
0.238129   0.0729186
0.242382   0.0727895
0.246634   0.0726599
0.250886   0.0725301
0.255139   0.0723999
0.259391   0.0722695
0.263643   0.0721388
0.267896   0.0720079
0.272148   0.0718768
0.2764   0.0717455
0.280652   0.0716141
0.284905   0.0714825
0.289157   0.0713508
0.293409   0.071219
0.297662   0.071087
0.301914   0.0709551
0.306166   0.070823
0.310419   0.0706909
0.314671   0.0705588
0.318923   0.0704267
0.323176   0.0702946
0.327428   0.0701624
0.33168   0.0700304
0.335932   0.0698983
0.340185   0.0697663
0.344437   0.0696344
0.348689   0.0695025
0.352942   0.0693707
0.357194   0.069239
0.361446   0.0691074
0.365699   0.0689759
0.369951   0.0688445
0.374203   0.0687133
0.378456   0.0685822
0.382708   0.0684512
0.38696   0.0683204
0.391213   0.0681897
0.395465   0.0680593
0.399717   0.0679289
0.403969   0.0677988
0.408222   0.0676688
0.412474   0.0675391
0.416726   0.0674095
0.420979   0.0672802
0.425231   0.067151
0.429483   0.0670221
0.433736   0.0668934
0.437988   0.0667649
0.44224   0.0666366
0.446493   0.0665086
0.450745   0.0663808
0.454997   0.0662533
0.459249   0.066126
0.463502   0.0659989
0.467754   0.0658721
0.472006   0.0657456
0.476259   0.0656193
